2.1942 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
2.1944 	ERROR 	Failed to load any of the audioLibs: ['sounddevice']. Falling back to PsychToolbox ('ptb') backend for sound. Be sure to add 'ptb' to preferences to avoid seeing this message again.
2.3038 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice'] (in that order).
18.0946 	INFO 	Loaded monitor calibration from ['2023_09_12 08:45']
18.2636 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2645 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2656 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2672 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2686 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2691 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2701 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2715 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2717 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2719 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2730 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2740 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2767 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2779 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2788 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2796 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2811 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2816 	DEBUG 	Uploading Texture Font fontname to graphics card
18.2850 	DEBUG 	Upload of Texture Font fontname complete
18.2922 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
